,APTV,Aptiv PLC,85.89,64.65,,32.85%
,PPG,"PPG Industries, Inc.",130.21,94.28,,38.11%
,VZ,Verizon Communications Inc.,60.32,46.37,,30.08%
,SRE,Sempra Energy,119.15,90.85,,31.15%
,HII,Huntington Ingalls Industries Inc,146.85,116.3,,26.27%
,VMC,Vulcan Materials Company,130.34,100.09,,30.22%
,DIS,Walt Disney Co,131.25,103.43,,26.90%
,AFL,AFLAC Incorporated,37.07,29.29,,26.56%
,CL,Colgate-Palmolive Company,77.15,62.43,,23.58%
,JCI,Johnson Controls International PLC,42.51,34.32,,23.86%
,PNC,PNC Financial Services Group Inc,114.18,91.97,,24.15%
,MLM,"Martin Marietta Materials, Inc.",216.48,175.09,,23.64%
,DUK,Duke Energy Corp,84.38,68.59,,23.02%
,HSIC,"Henry Schein, Inc.",63.73,53.07,,20.09%
,CI,Cigna Corp,171.85,140.69,,22.15%
,WYNN,"Wynn Resorts, Limited",83.8,70.35,,19.12%
,SO,Southern Co,52.86,42.63,,24.00%
,RF,Regions Financial Corp,12.06,9.73,,23.95%
,WU,The Western Union Company,22.57,18.66,,20.95%
,EXC,Exelon Corporation,36.26,30.49,,18.92%
,FLIR,"FLIR Systems, Inc.",35.08,28.57,,22.79%
,CB,Chubb Ltd,120.88,101.3,,19.33%
,PNR,Pentair PLC,44.8,36.29,,23.45%
,BA,Boeing Co,165.35,136.3,,21.31%
,PNW,Pinnacle West Capital Corporation,72.09,60.18,,19.79%
,MMM,3M Co,168.46,143.6,,17.31%
,D,Dominion Energy Inc,80.73,68.08,,18.58%
,DVA,Davita Inc,87.79,75.15,,16.82%
,ED,"Consolidated Edison, Inc.",74.22,62.66,,18.45%
,RE,Everest Re Group Ltd,209.7,176.65,,18.71%
,SCHW,Charles Schwab Corporation Common Stock,35.73,30.82,,15.93%
,NWSA,News Corp Class A,15.31,12.94,,18.32%
,EMN,Eastman Chemical Company,81,70.17,,15.43%
,NWS,News Corp Class B,15.2,12.98,,17.10%
,NTRS,Northern Trust Corporation,80.5,70.79,,13.72%
,TRV,Travelers Companies Inc,114.46,100.86,,13.48%
,CERN,Cerner Corporation,71.94,62.64,,14.85%
,IFF,International Flavors & Fragrances Inc,122.98,106.33,,15.66%
,CFG,Citizens Financial Group Inc,27.99,25.03,,11.83%
,ZION,Zions Bancorporation NA,32.27,28.75,,12.24%
,LVS,Las Vegas Sands Corp.,53.1,47.48,,11.84%
,CNP,CenterPoint Energy Inc,19.54,17.87,,9.35%
,ADM,Archer-Daniels-Midland Co,47.5,43.47,,9.27%
,PFE,Pfizer Inc.,37.01,33.17,,11.58%
,PSA,Public Storage,224.74,203.92,,10.21%
,NUE,Nucor Corporation,46.73,40.9,,14.25%
,CTSH,Cognizant Technology Solutions Corp,69.29,62.77,,10.39%
,GS,Goldman Sachs Group Inc,201.34,187.45,,7.41%
,MGM,MGM Resorts International,23.06,20.6,,11.94%
,FITB,Fifth Third Bancorp,22.26,20.04,,11.08%
,CAG,Conagra Brands Inc,34.59,32.57,,6.20%
,LKQ,LKQ Corporation,32.34,30.5,,6.03%
