,EXC,Exelon Corporation,36.26,,30.51,18.85%
,O,Realty Income Corp,65.5,,53.99,21.32%
,VZ,Verizon Communications Inc.,60.32,,#N/A,#N/A
,WAT,Waters Corporation,205.28,,173.92,18.03%
,CERN,Cerner Corporation,71.94,,60.53,18.85%
,FOXA,Fox Corp Class A,28.66,,24.01,19.37%
,HRL,Hormel Foods Corp,50.25,,42.63,17.87%
,ABC,AmerisourceBergen Corp.,94.6,,80.5,17.52%
,CCI,Crown Castle International Corp,160.16,,135.82,17.92%
,PM,Philip Morris International Inc.,81.94,,69.6,17.73%
,PPL,PPL Corp,27.92,,23.66,18.01%
,JNJ,Johnson & Johnson,148.35,,127.13,16.69%
,AEE,Ameren Corp,76.98,,65.95,16.72%
,BAX,Baxter International Inc,83.19,,71.57,16.24%
,D,Dominion Energy Inc,80.73,,68.65,17.60%
,HST,Host Hotels and Resorts Inc,11.92,,9.62,23.91%
,HSY,Hershey Co,144.5,,125.93,14.75%
,BMY,Bristol-Myers Squibb Co,59.7,,51.11,16.81%
,HIG,Hartford Financial Services Group Inc,38.89,,#N/A,#N/A
,SCHW,Charles Schwab Corporation Common Stock,35.73,,30.56,16.92%
,ANTM,Anthem Inc,265.6,,#N/A,#N/A
,MAR,Marriott International Inc,104.68,,86.42,21.13%
,HBAN,Huntington Bancshares Incorporated,10.12,,8.43,20.05%
,GD,General Dynamics Corporation,147.47,,126.7,16.39%
,LLY,Eli Lilly And Co,149,,129.38,15.16%
,JPM,JPMorgan Chase & Co.,102.47,,88.36,15.97%
,MO,Altria Group Inc,43,,38.22,12.51%
,IPG,Interpublic Group of Companies Inc,18.16,,15.17,19.71%
,BEN,"Franklin Resources, Inc.",20.37,,17.76,14.70%
,STX,Seagate Technology PLC,47.65,,40.97,16.30%
,DLR,"Digital Realty Trust, Inc.",144.28,,#N/A,#N/A
,MHK,"Mohawk Industries, Inc.",100.46,,85.43,17.59%
,WM,"Waste Management, Inc.",116.36,,99.89,16.49%
,CXO,Concho Resources Inc,47,,40.09,17.24%
,RE,Everest Re Group Ltd,209.7,,182.61,14.83%
,KO,Coca-Cola Co,50.71,,45.26,12.04%
,USB,U.S. Bancorp,37.87,,32.57,16.27%
,CI,Cigna Corp,171.85,,150.69,14.04%
,WDC,Western Digital Corp,38.94,,33.27,17.04%
,LDOS,Leidos Holdings Inc,88.34,,78,13.26%
,MRO,Marathon Oil Corporation,4.4,,4,10.00%
,CVX,Chevron Corporation,77.29,,69.7,10.89%
,VLO,Valero Energy Corporation,47.51,,41.63,14.12%
,DISCA,DISCOVERY COMMUNICATIONS INC. Common Stock,23.77,,20.63,15.22%
,HPE,Hewlett Packard Enterprise Co,9.37,,8.35,12.22%
,RJF,"Raymond James Financial, Inc.",75.98,,66.6,14.08%
,KR,Kroger Co,32.84,,31.1,5.59%
,INTC,Intel Corporation,49.41,,44.61,10.76%
,MAA,Mid-America Apartment Communities Inc,119.65,,104.95,14.01%
,ALL,Allstate Corp,94.95,,84.98,11.73%
,KMB,Kimberly Clark Corp,148.5,,134.71,10.24%
,KEYS,Keysight Technologies Inc,94.23,,83.78,12.47%
,NTAP,NetApp Inc.,45.38,,40.05,13.31%
,ETR,Entergy Corporation,96.72,,86.74,11.51%
,KIM,Kimco Realty Corp,12.37,,10.6,16.70%
,CME,CME Group Inc,166.08,,148.54,11.81%
,CVS,CVS Health Corp,57.97,,52.3,10.84%
,EIX,Edison International,51.65,,46.15,11.92%
,GIS,"General Mills, Inc.",58.76,,53.38,10.08%
,FLT,"FleetCor Technologies, Inc.",235.04,,210.91,11.44%
,DISCK,Discovery Inc Series C,21.59,,18.9,14.23%
,CAH,Cardinal Health Inc,47.05,,44.22,6.40%
,LNT,Alliant Energy Corporation,52.33,,47.56,10.03%
,ADP,Automatic Data Processing Inc,136.57,,122.46,11.52%
,CTL,Centurylink Inc,10.87,,9.78,11.15%
,SO,Southern Co,52.86,,47.62,11.00%
,DUK,Duke Energy Corp,84.38,,76.58,10.19%
,KSS,Kohl's Corporation,23.37,,19.71,18.57%
,FISV,Fiserv Inc,97.17,,86.18,12.75%
,CBOE,Cboe Global Markets Inc,89.94,,82.7,8.75%
,XOM,Exxon Mobil Corporation,36.66,,34.49,6.29%
,CMS,CMS Energy Corporation,61.42,,56.95,7.85%
,FLIR,"FLIR Systems, Inc.",35.08,,32.02,9.56%
,PRGO,Perrigo Company PLC,50.14,,45.55,10.08%
,COG,Cabot Oil & Gas Corporation,18.61,,17.11,8.77%
,ES,Eversource Energy,82.91,,77.18,7.42%
,RL,Ralph Lauren Corp,80.59,,71.6,12.56%
,WU,The Western Union Company,22.57,,20.84,8.30%
,RTX,Raytheon Technologies Corp,61.97,,57.22,8.30%
,MSI,Motorola Solutions Inc,156,,145.24,7.41%
,BDX,Becton Dickinson and Co,235.9,,223.14,5.72%
,L,Loews Corporation,36.1,,33.42,8.02%
,OKE,"ONEOK, Inc.",27.3,,25.01,9.16%
,JKHY,"Jack Henry & Associates, Inc.",158.47,,147.96,7.10%
,NI,NiSource Inc.,22.38,,20.94,6.88%
,SJM,J M Smucker Co,113.46,,107.84,5.21%
,EVRG,Evergy Inc,52.79,,49.6,6.43%
,K,Kellogg Company,65.42,,62.56,4.57%
